name,destination,price_egp,rating,url,source_website,image_url
Cabin in ADH Dheraa Al Bahri,"North Coast, Egypt",16644,8,https://www.airbnb.com/rooms/1698148989723733615?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&source_impression_id=p3_1783176939_P3QUxNG06vQa4eHd&previous_page_section_name=1000&federated_search_id=944a4686-6424-46df-997e-8fe5ca1733a6,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1698148989723733615/original/08d38e85-fc35-490c-a8a9-55ac156e22fc.jpeg?im_w=720
Home in ADH Dheraa Al Bahri,"North Coast, Egypt",100088,8,https://www.airbnb.com/rooms/1698143203717438065?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&photo_id=2658572168&source_impression_id=p3_1783176939_P3o9xZMlQW1HIXxR&previous_page_section_name=1000&federated_search_id=944a4686-6424-46df-997e-8fe5ca1733a6,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1698143203717438065/original/56991b2e-9beb-4d2d-9534-2ca1d4b09586.jpeg?im_w=720
Home in ADH Dheraa Al Bahri,"North Coast, Egypt",84501,8,https://www.airbnb.com/rooms/1691351852245394765?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-08&check_out=2026-07-13&children=0&infants=0&pets=0&photo_id=2644704288&source_impression_id=p3_1783176939_P3bSM8RhG71OaPwW&previous_page_section_name=1000&federated_search_id=944a4686-6424-46df-997e-8fe5ca1733a6,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1691351852245394765/original/f459248c-a29d-488c-9ca1-8048aa4a7c9f.jpeg?im_w=720
Apartment in Alexandria,"North Coast, Egypt",53418,8,https://www.airbnb.com/rooms/1028321959400752070?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&source_impression_id=p3_1783176939_P3cs7yTqDKV75U6z&previous_page_section_name=1000&federated_search_id=944a4686-6424-46df-997e-8fe5ca1733a6,Airbnb,https://a0.muscache.com/im/pictures/miso/Hosting-1028321959400752070/original/5558a16f-8089-4971-b2d6-19bad1e5c092.jpeg?im_w=720
Home in ADH Dheraa Al Bahri,"North Coast, Egypt",85744,8,https://www.airbnb.com/rooms/1691296950388526337?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&photo_id=2644544771&source_impression_id=p3_1783176939_P3cp1o3bEiEJov3h&previous_page_section_name=1000&federated_search_id=944a4686-6424-46df-997e-8fe5ca1733a6,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1691296950388526337/original/e8465928-227a-4bf0-95ce-e2aaee066de0.jpeg?im_w=720
Home in Alexandria,"North Coast, Egypt",65226,8,https://www.airbnb.com/rooms/1443543730584687376?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&photo_id=2213586512&source_impression_id=p3_1783176939_P3rIB6nsP1r4UBMx&previous_page_section_name=1000&federated_search_id=944a4686-6424-46df-997e-8fe5ca1733a6,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1443543730584687376/original/cace8012-8675-4ff1-b7a9-bc7a1413f375.jpeg?im_w=720
Home in ADH Dheraa Al Bahri,"North Coast, Egypt",100082,8,https://www.airbnb.com/rooms/1691304445878626524?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&photo_id=2644567168&source_impression_id=p3_1783176945_P3kZ6Wp8QF-p_ZQy&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1691304445878626524/original/786be6c0-b0a2-4d40-b899-4faa37914849.jpeg?im_w=720
Home in Sidi Kirayr,"North Coast, Egypt",50760,8,https://www.airbnb.com/rooms/1528362928334983916?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&photo_id=2365282418&source_impression_id=p3_1783176945_P3U5tVvlxlQ3KOT6&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1528362928334983916/original/ec28381a-2618-4e93-a207-79ba8d57e5c7.jpeg?im_w=720
Home in ADH Dheraa Al Bahri,"North Coast, Egypt",114708,8,https://www.airbnb.com/rooms/1698617726095967922?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&photo_id=2660165831&source_impression_id=p3_1783176945_P3yMq92KfpiHxfb5&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1698617726095967922/original/0ee8e7c0-8c4f-453b-bca3-4a40bf24416c.jpeg?im_w=720
Apartment in San Stefano,"North Coast, Egypt",68822,8,https://www.airbnb.com/rooms/1656621416264351219?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2027-05-01&check_out=2027-05-06&children=0&infants=0&pets=0&source_impression_id=p3_1783176945_P3HhuUJZ99nbk4U2&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1656621416264351219/original/a7f41181-28c6-4cf0-9b74-83f1055cb136.jpeg?im_w=720
Home in Bahig,"North Coast, Egypt",64544,8,https://www.airbnb.com/rooms/1400568150121836350?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&photo_id=2140822647&source_impression_id=p3_1783176945_P3MrxBJ907CiMl3b&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1400568150121836350/original/e5d2d09b-5064-4895-bc2d-224714228227.jpeg?im_w=720
Home in Mostafa Kamel and Bolokly,"North Coast, Egypt",43016,8,https://www.airbnb.com/rooms/878026095320327052?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&source_impression_id=p3_1783176945_P3eLfbwL8fTgELpu&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/miso/Hosting-878026095320327052/original/f4846e84-493e-4a10-a32a-6ce95e329916.jpeg?im_w=720
Apartment in El Dekhela,"North Coast, Egypt",13710,8,https://www.airbnb.com/rooms/1431973617825642459?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&source_impression_id=p3_1783176945_P3wKPAQRhF7LOMPR&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1431973617825642459/original/0de5394b-6f6e-4096-848b-b6d260bad50a.jpeg?im_w=720
Apartment in El Agamy,"North Coast, Egypt",3768,8,https://www.airbnb.com/rooms/52681879?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-29&check_out=2026-08-03&children=0&infants=0&pets=0&photo_id=1265013336&source_impression_id=p3_1783176945_P33EHa1NJax2MEcd&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/c960cd4e-9ddf-407c-8776-a429ce213330.jpg?im_w=720
Rooms in El Dekhela,"North Coast, Egypt",18275,8,https://www.airbnb.com/rooms/702952962709525078?search_mode=regular_search&amenities%5B%5D=7&adults=1&category_tag=Tag%3A8678&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&photo_id=1688101235&source_impression_id=p3_1783176945_P3WtdVDT4OhujHEy&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/miso/Hosting-702952962709525078/original/acd41ccc-3cf4-427d-9cc3-f6fba0c52b94.jpeg?im_w=720
Apartment in ADH Dheraa Al Bahri,"North Coast, Egypt",19787,8,https://www.airbnb.com/rooms/1701658679610671736?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&source_impression_id=p3_1783176945_P3HtfsOuVbuXF0Gt&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1701658679610671736/original/257d67c0-61ae-4a9b-b231-9115df753965.jpeg?im_w=720
Apartment in Alexandria,"North Coast, Egypt",84344,8,https://www.airbnb.com/rooms/1209276632228930079?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&photo_id=2230545785&source_impression_id=p3_1783176945_P3XvDY5AI3vbSmu5&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1209276632228930079/original/b4ce0dc8-2dd2-4ff3-a144-c1c85331f492.jpeg?im_w=720
Home in ADH Dheraa Al Bahri,"North Coast, Egypt",14395,8,https://www.airbnb.com/rooms/1417322789425828588?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2027-01-01&check_out=2027-01-06&children=0&infants=0&pets=0&photo_id=2316629893&source_impression_id=p3_1783176945_P3fMliLg0j187hnJ&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1417322789425828588/original/7577e6e5-aa91-4cef-9e65-e6ea9a2529a0.jpeg?im_w=720
Villa in Ezbet Saad,"North Coast, Egypt",33794,8,https://www.airbnb.com/rooms/44177348?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-06&check_out=2026-07-11&children=0&infants=0&pets=0&photo_id=1036017088&source_impression_id=p3_1783176945_P3tTGIYvaOJEqRBk&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/cc4ad328-cdd8-4607-baf5-2d031d22cc2e.jpg?im_w=720
Home in Borg Al Arab Al Gidida City,"North Coast, Egypt",12973,8,https://www.airbnb.com/rooms/957887980266384896?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783176945_P39QizW2ybnrkk9S&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/miso/Hosting-957887980266384896/original/43a23b72-8b0d-415d-b955-a3c9fbb7fc29.jpeg?im_w=720
Apartment in Alexandria,"North Coast, Egypt",2075,8,https://www.airbnb.com/rooms/1389035793906757415?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783176945_P3svCOwKyQiiySr4&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1389035793906757415/original/3b0dbd62-fce1-46d1-9ed7-386243ea1923.jpeg?im_w=720
Chalet in Alexandria,"North Coast, Egypt",29071,8,https://www.airbnb.com/rooms/27144124?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&source_impression_id=p3_1783176945_P3PzQl7TI7ETnKHd&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/6da6a03b-c5be-4819-a9a5-4fa4bc997496.jpg?im_w=720
Apartment in ADH Dheraa Al Bahri,"North Coast, Egypt",18216,8,https://www.airbnb.com/rooms/1171590417888906099?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-05&check_out=2026-07-10&children=0&infants=0&pets=0&source_impression_id=p3_1783176945_P37K-GTRLUq0ub2_&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/miso/Hosting-1171590417888906099/original/28cb9e64-b1af-4c5d-8e08-fbd9e4f90b57.jpeg?im_w=720
Villa in Kingy Mariout,"North Coast, Egypt",23898,8,https://www.airbnb.com/rooms/940362350630680627?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-13&check_out=2026-07-18&children=0&infants=0&pets=0&photo_id=1702762586&source_impression_id=p3_1783176945_P3uEF74U9kXyD1xK&previous_page_section_name=1000&federated_search_id=a0032fb7-4e5a-470f-8e00-e3f53bad96cc,Airbnb,https://a0.muscache.com/im/pictures/miso/Hosting-940362350630680627/original/e0055332-55b0-4a23-8952-aa067643c8e2.jpeg?im_w=720
Apartment in Alexandria,"North Coast, Egypt",27529,8,https://www.airbnb.com/rooms/1646557384339141663?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&source_impression_id=p3_1783176950_P3qjJh76u0FU0scT&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1631276968331175100/original/bb9eac9b-3e64-42dd-80b8-4833bf22edd9.png?im_w=720
Apartment in Alexandria,"North Coast, Egypt",20299,8,https://www.airbnb.com/rooms/1438513907663550186?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&source_impression_id=p3_1783176950_P3v-H8GpLw35XHxA&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1438513907663550186/original/c22be830-bf1e-4b59-893d-0063d23884c3.jpeg?im_w=720
Home in Alexandria,"North Coast, Egypt",178936,8,https://www.airbnb.com/rooms/1486592083581185839?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&source_impression_id=p3_1783176950_P37ArDW5xDDBZcBn&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1486592083581185839/original/9438a1d0-fe12-4765-9535-ca868469e7fe.jpeg?im_w=720
Villa in Kiing Maryou,"North Coast, Egypt",41691,8,https://www.airbnb.com/rooms/1371746348938640283?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&photo_id=2335591574&source_impression_id=p3_1783176950_P3JeMetDdJZ-pKGA&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1371746348938640283/original/023879e2-737d-4b09-bd5c-5b192bed023a.jpeg?im_w=720
Villa in Alexandria,"North Coast, Egypt",110144,8,https://www.airbnb.com/rooms/630839174870703258?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-11&check_out=2026-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1783176950_P3bChvsVtVyFdUAa&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/f75a045a-5426-4dcd-bb75-4c7e55d8c312.jpg?im_w=720
Home in Bahig,"North Coast, Egypt",13495,8,https://www.airbnb.com/rooms/1456807930494101189?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&photo_id=2679126451&source_impression_id=p3_1783176950_P3xzrSBNKb-pdJHu&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1456807930494101189/original/56bb08b6-fde3-4c4a-8440-f9ef8ffde38e.jpeg?im_w=720
Apartment in Bahig,"North Coast, Egypt",20291,8,https://www.airbnb.com/rooms/1309248443483677617?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-11&children=0&infants=0&pets=0&photo_id=2046585657&source_impression_id=p3_1783176950_P3KX1FQEDIA64pVb&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1298344253631464161/original/3a3b4e0d-f955-49a5-9759-9f2db4b02616.jpeg?im_w=720
Villa in Bahig,"North Coast, Egypt",36193,8,https://www.airbnb.com/rooms/719332541080171767?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&photo_id=1492869922&source_impression_id=p3_1783176950_P3AStKv2rVRwfDb9&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/da2fa172-7d9f-4617-be33-13650dacae55.jpg?im_w=720
Home in Alexandria,"North Coast, Egypt",82707,8,https://www.airbnb.com/rooms/1412360810105131770?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-09-01&check_out=2026-09-06&children=0&infants=0&pets=0&source_impression_id=p3_1783176950_P3vOxI7Z-SQYGOBA&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1412360810105131770/original/9040919c-3b31-4a99-b0c6-9b327948aee4.jpeg?im_w=720
Tiny home in Kingy Mariout,"North Coast, Egypt",274189,8,https://www.airbnb.com/rooms/1152560487118211961?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&photo_id=1902845424&source_impression_id=p3_1783176950_P3LqH5zS7F-eszzS&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1152215486885153656/original/d351a247-8b52-4478-b167-bad09f56bb83.jpeg?im_w=720
Apartment in El Mandarah Bahary,"North Coast, Egypt",8569,8,https://www.airbnb.com/rooms/1528832619994586900?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&source_impression_id=p3_1783176950_P3v1Gc2OEtE326lf&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1528832619994586900/original/c24c8120-8541-4da6-8f44-9d7697df5d2c.jpeg?im_w=720
Rooms in Qetaa at Tarik as Sahrawi,"North Coast, Egypt",69148,8,https://www.airbnb.com/rooms/17440225?search_mode=regular_search&amenities%5B%5D=7&adults=1&category_tag=Tag%3A8678&check_in=2026-07-06&check_out=2026-07-11&children=0&infants=0&pets=0&photo_id=659572199&source_impression_id=p3_1783176950_P323t7WmuhHeeZCe&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/85b3b41e-63b5-4424-a4cd-f6b48fd1b757.jpg?im_w=720
Home in Sefr Basha,"North Coast, Egypt",106934,8,https://www.airbnb.com/rooms/1168697485656770253?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&photo_id=1919670828&source_impression_id=p3_1783176950_P3Iyz-O6jfgWhnbS&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1168697485656770253/original/88e8003c-bda7-4b73-b45e-c74a14f5bb25.jpeg?im_w=720
Apartment in Northcoast,"North Coast, Egypt",42172,8,https://www.airbnb.com/rooms/1184256244264900847?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&source_impression_id=p3_1783176950_P3VJlHG8Xp8d26df&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/miso/Hosting-1184256244264900847/original/60c68cdb-33cd-493b-91c8-162c13b96fc4.jpeg?im_w=720
"Apartment in قرية كرير لاجون الساحل بالساحل الشمالي, 21500 قرية الشروق, مصر","North Coast, Egypt",72002,8,https://www.airbnb.com/rooms/1695490326920352266?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&source_impression_id=p3_1783176950_P3ZLqsNfjg3DRk5r&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1695490326920352266/original/2f70e73f-0fe8-47b9-a428-71eee75ebc72.jpeg?im_w=720
Villa in Iking Maryut,"North Coast, Egypt",58198,8,https://www.airbnb.com/rooms/44953616?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-06&check_out=2026-07-11&children=0&infants=0&pets=0&photo_id=1430382910&source_impression_id=p3_1783176950_P3zI8Ve6bnmU1Xxi&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/8021ca22-00fd-48d8-894b-c3e38433a076.jpg?im_w=720
Home in Alexandria,"North Coast, Egypt",35229,8,https://www.airbnb.com/rooms/872004483750495205?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&photo_id=1630570444&source_impression_id=p3_1783176950_P3fxm1eBu82eLqCk&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/miso/Hosting-872004483750495205/original/af382bda-6d94-499b-b29a-7612b58da881.jpeg?im_w=720
Home in مارينا ٥,"North Coast, Egypt",281146,8,https://www.airbnb.com/rooms/1675360362350321119?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&source_impression_id=p3_1783176950_P3uBOuMmy_96Mixk&previous_page_section_name=1000&federated_search_id=6ead5fe7-885b-4f6d-88e1-1610f24d2c12,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1675360362350321119/original/72f339e5-4b4e-4ff5-b578-7a5ebed2cc27.jpeg?im_w=720
Apartment in ADH Dheraa Al Bahri,"North Coast, Egypt",16920,8,https://www.airbnb.com/rooms/1691355553379161321?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&source_impression_id=p3_1783176954_P34jTdF32WhclgBp&previous_page_section_name=1000&federated_search_id=ef266af8-178d-4bb6-9475-22d0a9523546,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1691355553379161321/original/a8c248c9-df07-4bdb-8e28-e1e4defaba30.jpeg?im_w=720
Rooms in Kingy Mariout,"North Coast, Egypt",6855,8,https://www.airbnb.com/rooms/1017246911828477579?search_mode=regular_search&amenities%5B%5D=7&adults=1&category_tag=Tag%3A8678&check_in=2026-07-05&check_out=2026-07-10&children=0&infants=0&pets=0&photo_id=1773493443&source_impression_id=p3_1783176954_P3vGyUxJ38dqiwFx&previous_page_section_name=1000&federated_search_id=ef266af8-178d-4bb6-9475-22d0a9523546,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1017246911828477579/original/38ff1a50-85ff-43f3-9481-57d733c3c8da.jpeg?im_w=720
Home in ADH Dheraa Al Bahri,"North Coast, Egypt",86644,8,https://www.airbnb.com/rooms/1692981484797782181?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-08-15&check_out=2026-08-20&children=0&infants=0&pets=0&source_impression_id=p3_1783176954_P3BIUExXtChWILEU&previous_page_section_name=1000&federated_search_id=ef266af8-178d-4bb6-9475-22d0a9523546,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1692981484797782181/original/f6f3c559-07e7-465a-9c2e-782ce4cd77e8.jpeg?im_w=720
Rooms in Kingy Mariout,"North Coast, Egypt",21936,8,https://www.airbnb.com/rooms/1178912458537255032?search_mode=regular_search&amenities%5B%5D=7&adults=1&category_tag=Tag%3A8678&check_in=2026-07-05&check_out=2026-07-10&children=0&infants=0&pets=0&photo_id=1930362831&source_impression_id=p3_1783176954_P3MB5Vg-k-mGkwDs&previous_page_section_name=1000&federated_search_id=ef266af8-178d-4bb6-9475-22d0a9523546,Airbnb,https://a0.muscache.com/im/pictures/1db001ae-3f9f-44d4-a407-055f9f627b15.jpg?im_w=720
Home in ADH Dheraa Al Bahri,"North Coast, Egypt",36468,8,https://www.airbnb.com/rooms/877546039868835408?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&photo_id=1636357677&source_impression_id=p3_1783176954_P35gnBgWPrnb7twi&previous_page_section_name=1000&federated_search_id=ef266af8-178d-4bb6-9475-22d0a9523546,Airbnb,https://a0.muscache.com/im/pictures/da2fa172-7d9f-4617-be33-13650dacae55.jpg?im_w=720
Condo in Al Agamy Al Bahria,"North Coast, Egypt",8491,8,https://www.airbnb.com/rooms/940455824481855231?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&source_impression_id=p3_1783176954_P3Cpg2as3OuVbxBd&previous_page_section_name=1000&federated_search_id=ef266af8-178d-4bb6-9475-22d0a9523546,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTQwNDU1ODI0NDgxODU1MjMx/original/362db785-706f-4e4f-8798-7fb3b6699f90.jpeg?im_w=720
Home in Iking Maryut,"North Coast, Egypt",33457,8,https://www.airbnb.com/rooms/1413704246280950496?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-04&check_out=2026-07-09&children=0&infants=0&pets=0&source_impression_id=p3_1783176954_P3PMwO8Dbv3awAcM&previous_page_section_name=1000&federated_search_id=ef266af8-178d-4bb6-9475-22d0a9523546,Airbnb,https://a0.muscache.com/im/pictures/hosting/Hosting-1413704246280950496/original/bb73c415-e9e9-463f-84a5-1eb77da1c3f8.jpeg?im_w=720
Chalet in Alexandria,"North Coast, Egypt",50325,8,https://www.airbnb.com/rooms/14878773?search_mode=regular_search&amenities%5B%5D=7&adults=1&check_in=2026-07-05&check_out=2026-07-10&children=0&infants=0&pets=0&source_impression_id=p3_1783176954_P3H539gZ2QBFxT7l&previous_page_section_name=1000&federated_search_id=ef266af8-178d-4bb6-9475-22d0a9523546,Airbnb,https://a0.muscache.com/im/pictures/d0e2ae08-9de1-40de-8aef-0f998a4d143c.jpg?im_w=720
